,Store,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,yyyy,mm,dd,week_relative,week_absolute,Date
3689,24,1178642,0,30.72,3.351,132.882,8.252,2011,7,1,78,26,7/1/2011
3690,24,1405914,0,53.87,3.775,136.472,8.454,2011,7,9,79,27,7/9/2011
3691,24,1356939,0,74.43,3.915,135.784,8.358,2011,7,15,80,28,7/15/2011
3692,24,1357672,0,79.29,3.972,135.874,8.358,2011,7,22,81,29,7/22/2011
3693,24,1310973,0,74.84,4.004,135.964,8.358,2011,7,29,82,30,7/29/2011
3694,24,1420505,0,58.63,3.891,134.903,8.285,2011,8,5,83,31,8/5/2011
3695,24,1386273,0,64.28,3.916,135.543,8.322,2011,8,12,84,32,8/12/2011
3696,24,1352040,0,69.93,3.942,136.183,8.358,2011,8,19,85,33,8/19/2011
3697,24,1402372,0,69.94,3.906,136.214,8.358,2011,8,26,86,34,8/26/2011
3698,24,1464914,0,69.13,3.918,136.244,8.358,2011,9,2,87,35,9/2/2011
3699,24,1527455,1,68.32,3.93,136.275,8.358,2011,9,9,88,36,9/9/2011
3700,24,1378576,0,53.93,3.782,136.409,8.406,2011,9,14,89,37,9/14/2011
3701,24,1232376,0,60.61,3.899,136.367,8.358,2011,9,23,90,38,9/23/2011
3702,24,1246243,0,68,3.858,136.42,8.358,2011,9,30,91,39,9/30/2011
3703,24,1373842,0,70.02,4.025,134.943,8.212,2011,10,6,92,40,10/6/2011
3704,24,1333315,0,60.21,3.744,136.515,8.454,2011,10,14,93,41,10/14/2011
3705,24,1283563,0,56.6,3.757,136.502,8.454,2011,10,21,94,42,10/21/2011
3706,24,1307143,0,48,3.757,136.488,8.454,2011,10,28,95,43,10/28/2011
3707,24,1297230,0,33.01,3.584,133.499,8.252,2011,11,3,96,44,11/3/2011
3708,24,1425079,0,46.78,3.719,136.462,8.454,2011,11,11,97,45,11/11/2011
3709,24,1297536,0,48.17,3.717,136.467,8.454,2011,11,18,98,46,11/18/2011
3710,24,1761236,1,41.83,3.689,136.479,8.454,2011,11,25,99,47,11/25/2011
3711,24,1582027,0,57.175,3.842,136.311,8.406,2011,12,2,100,48,12/2/2011
3712,24,1402818,0,72.52,3.995,136.144,8.358,2011,12,8,101,49,12/8/2011
3713,24,1624994,0,36,3.611,136.534,8.454,2011,12,16,102,50,12/16/2011
3714,24,2168344,0,36.93,3.587,136.588,8.454,2011,12,23,103,51,12/23/2011
3715,24,1363973,1,33.45,3.566,136.643,8.454,2011,12,30,104,52,12/30/2011
3716,24,1467722,0,71.79,3.915,138.114,8.983,2012,1,6,105,1,1/6/2012
3717,24,1155594,0,36.5,3.666,136.753,8.659,2012,1,13,106,2,1/13/2012
3718,24,1151994,0,25.73,3.705,136.856,8.659,2012,1,20,107,3,1/20/2012
3719,24,1057290,0,31.92,3.737,136.96,8.659,2012,1,27,108,4,1/27/2012
3720,24,1213994,0,35.36,3.983,137.424,8.659,2012,2,3,109,5,2/3/2012
3721,24,1270182,0,34.64,3.928,137.341,8.659,2012,2,10,110,6,2/10/2012
3722,24,1326370,0,33.92,3.874,137.258,8.659,2012,2,17,111,7,2/17/2012
3723,24,1303233,0,37.35,3.917,137.341,8.659,2012,2,24,112,8,2/24/2012
3724,24,1249697,0,38.61,3.796,137.063,8.659,2012,3,2,113,9,3/2/2012
3725,24,1440374,0,73.26,3.819,138.174,8.953,2012,3,8,114,10,3/8/2012
3726,24,1239299,0,48.68,4.021,137.584,8.659,2012,3,16,115,11,3/16/2012
3727,24,1221724,0,59.51,4.054,137.655,8.659,2012,3,23,116,12,3/23/2012
3728,24,1230106,0,47.28,4.098,137.726,8.659,2012,3,30,117,13,3/30/2012
3729,24,1306552,0,52.14,4.124,138.033,8.983,2012,4,5,118,14,4/5/2012
3730,24,1285784,0,48.65,4.187,137.868,8.983,2012,4,13,119,15,4/13/2012
3731,24,1208654,0,61.05,4.17,137.923,8.983,2012,4,20,120,16,4/20/2012
3732,24,1194335,0,49.26,4.163,137.978,8.983,2012,4,27,121,17,4/27/2012
3733,24,1305528,0,54.805,4.157,138.402,8.838,2012,5,4,122,18,5/4/2012
3734,24,1416721,0,60.35,4.151,138.826,8.693,2012,5,10,123,19,5/10/2012
3735,24,1298810,0,63.1,4.029,138.107,8.983,2012,5,18,124,20,5/18/2012
3736,24,1407898,0,65.79,3.979,138.11,8.983,2012,5,25,125,21,5/25/2012
3737,24,1251582,0,32.86,3.585,136.698,8.659,2012,6,1,126,22,6/1/2012
3738,24,1584916,0,61.215,3.894,138.013,8.968,2012,6,6,127,23,6/6/2012
3739,24,1364446,0,68.28,3.786,138.13,8.983,2012,6,15,128,24,6/15/2012
3740,24,1434710,0,72.29,3.722,138.163,8.983,2012,6,22,129,25,6/22/2012
3741,24,1428870,0,70.4,3.667,138.196,8.983,2012,6,29,130,26,6/29/2012
3742,24,1435088,0,72.242,3.775,138.282,8.968,2012,7,6,131,27,7/6/2012
3743,24,1441305,0,74.085,3.882,138.368,8.953,2012,7,11,132,28,7/11/2012
3744,24,1394299,0,76.42,3.732,138.233,8.953,2012,7,20,133,29,7/20/2012
3745,24,1307339,0,73.62,3.82,138.203,8.953,2012,7,27,134,30,7/27/2012
3746,24,1356826,0,66.775,3.846,138.16,8.968,2012,8,3,135,31,8/3/2012
3747,24,1406313,0,59.93,3.871,138.117,8.983,2012,8,8,136,32,8/8/2012
3748,24,1397971,0,72.87,3.963,138.186,8.953,2012,8,17,137,33,8/17/2012
3749,24,1303727,0,68.13,3.997,138.281,8.953,2012,8,24,138,34,8/24/2012
3750,24,1344559,0,71.18,4.026,138.377,8.953,2012,8,31,139,35,8/31/2012
3751,24,1325836,0,41.5,4.021,137.507,8.659,2012,9,5,140,36,9/5/2012
3752,24,1242910,0,64.28,4.088,138.567,8.953,2012,9,14,141,37,9/14/2012
3753,24,1261158,0,61.25,4.203,138.653,8.953,2012,9,21,142,38,9/21/2012
3754,24,1259278,0,58.86,4.158,138.74,8.953,2012,9,28,143,39,9/28/2012
3755,24,1403461,1,33.82,3.826,137.167,8.659,2012,10,3,144,40,10/3/2012
3756,24,1497055,0,75.53,3.863,138.144,8.953,2012,10,10,145,41,10/10/2012
3757,24,1255415,0,52.59,4.153,138.834,8.693,2012,10,19,146,42,10/19/2012
3758,24,1307182,0,55.16,4.071,138.728,8.693,2012,10,26,147,43,10/26/2012
3759,24,1331287,0,56.93,4.063,138.408,8.838,2012,11,2,148,44,11/2/2012
3760,24,1355392,0,58.7,4.055,138.088,8.983,2012,11,7,149,45,11/7/2012
3761,24,1367574,0,57.288,4.081,138.253,8.925,2012,11,16,150,46,11/16/2012
3762,24,1379756,0,55.876,4.107,138.418,8.867,2012,11,23,151,47,11/23/2012
3763,24,1391937,0,54.464,4.134,138.582,8.809,2012,11,30,152,48,11/30/2012
3764,24,1404119,0,53.052,4.16,138.747,8.751,2012,12,7,153,49,12/7/2012
3765,24,1416301,0,51.64,4.186,138.912,8.693,2012,12,12,154,50,12/12/2012
3766,24,1416301,0,51.64,4.186,138.912,8.693,2012,12,21,155,51,12/21/2012
3767,24,1416301,0,51.64,4.186,138.912,8.693,2012,12,28,157,52,12/28/2012
3768,25,658640,0,57.56,2.707,204.885,7.484,2010,1,9,0,1,1/9/2010
3769,25,691717,0,57.372,2.738,204.725,7.536,2010,1,15,1,2,1/15/2010
3770,25,724794,0,57.185,2.77,204.565,7.588,2010,1,22,2,3,1/22/2010
3771,25,757870,0,56.998,2.801,204.405,7.64,2010,1,29,3,4,1/29/2010
3772,25,790947,0,56.81,2.832,204.245,7.692,2010,2,5,4,5,2/5/2010
3773,25,733604,0,40.485,2.789,204.339,7.939,2010,2,12,5,6,2/12/2010
3774,25,676261,0,24.16,2.745,204.432,8.187,2010,2,19,6,7,2/19/2010
3775,25,628517,0,29.16,2.754,204.463,8.187,2010,2,26,7,8,2/26/2010
3776,25,707077,0,40.475,2.817,204.627,7.846,2010,3,5,8,9,3/5/2010
3777,25,785637,0,51.79,2.88,204.792,7.506,2010,3,11,9,10,3/11/2010
3778,25,659796,0,45,2.844,204.378,8.187,2010,3,19,10,11,3/19/2010
3779,25,696688,0,45.84,2.854,204.202,8.187,2010,3,26,11,12,3/26/2010
3780,25,730422,0,57.53,2.851,204.303,8.022,2010,4,2,12,13,4/2/2010
3781,25,764155,0,69.22,2.847,204.404,7.856,2010,4,7,13,14,4/7/2010
3782,25,715312,0,52.16,2.899,203.731,7.856,2010,4,16,14,15,4/16/2010
3783,25,694532,0,46.12,2.902,203.691,7.856,2010,4,23,15,16,4/23/2010
3784,25,692078,0,36.035,2.852,203.949,8.022,2010,4,20,16,17,4/20/2010
3785,25,665750,0,29.45,2.777,204.494,8.187,2010,5,5,17,18,5/5/2010
3786,25,697194,0,44.535,2.95,204.387,7.67,2010,5,13,18,19,5/13/2010
3787,25,704113,0,57.17,2.958,203.877,7.856,2010,5,21,19,20,5/21/2010
3788,25,792443,0,69.31,2.899,204.141,7.856,2010,5,28,20,21,5/28/2010
3789,25,745953,0,70.55,2.842,204.435,7.692,2010,6,4,21,22,6/4/2010
3790,25,699464,0,71.79,2.784,204.729,7.527,2010,6,9,22,23,6/9/2010
3791,25,780445,0,69.56,2.78,204.67,7.856,2010,6,18,23,24,6/18/2010
3792,25,737569,0,72.17,2.808,204.568,7.856,2010,6,25,24,25,6/25/2010
3793,25,731019,0,67.92,2.887,204.089,7.856,2010,7,2,25,26,7/2/2010
3794,25,724469,0,63.67,2.966,203.61,7.856,2010,7,7,26,27,7/7/2010
3795,25,726998,0,73.43,2.783,204.357,7.527,2010,7,16,27,28,7/16/2010
3796,25,665291,0,75.37,2.771,204.481,7.527,2010,7,23,28,29,7/23/2010
3797,25,682124,0,71.99,2.781,204.605,7.527,2010,7,30,29,30,7/30/2010
3798,25,681151,0,66.292,2.783,204.754,7.516,2010,8,6,30,31,8/6/2010
3799,25,680178,0,60.595,2.784,204.903,7.506,2010,8,12,31,32,8/12/2010
3800,25,724500,0,71.81,2.779,204.822,7.527,2010,8,20,32,33,8/20/2010
3801,25,711462,0,67.15,2.755,204.79,7.527,2010,8,27,33,34,8/27/2010
3802,25,712648,0,61.36,2.869,203.849,7.856,2010,9,3,34,35,9/3/2010
3803,25,719591,0,75.24,2.793,204.363,7.527,2010,9,8,35,36,9/8/2010
3804,25,628990,0,60.13,2.706,204.751,7.527,2010,9,17,36,37,9/17/2010
3805,25,607819,0,65.06,2.713,204.818,7.527,2010,9,24,37,38,9/24/2010
3806,25,631816,0,63.1,2.706,204.772,7.527,2010,10,1,38,39,10/1/2010
3807,25,655812,1,61.14,2.699,204.727,7.527,2010,10,8,39,40,10/8/2010
3808,25,790412,0,38.37,2.988,204.851,7.484,2010,10,14,40,41,10/14/2010
3809,25,661644,0,46.73,2.917,205.063,7.484,2010,10,22,41,42,10/22/2010
3810,25,674458,0,55.72,2.921,205.112,7.484,2010,10,29,42,43,10/29/2010
3811,25,737163,0,63.68,2.809,204.668,7.856,2010,11,5,43,44,11/5/2010
3812,25,727610,0,53.2,2.904,204.884,7.67,2010,11,12,44,45,11/12/2010
3813,25,718057,0,42.72,3,205.099,7.484,2010,11,19,45,46,11/19/2010
3814,25,1115241,1,43.43,3.039,204.962,7.484,2010,11,26,46,47,11/26/2010
3815,25,621992,0,29.845,2.796,204.455,8.187,2010,12,2,47,48,12/2/2010
3816,25,713250,0,40.68,2.931,205.21,7.484,2010,12,10,48,49,12/10/2010
3817,25,1047708,0,21.6,3.14,204.632,7.484,2010,12,17,49,50,12/17/2010
3818,25,1295391,0,22.94,3.141,204.638,7.484,2010,12,24,50,51,12/24/2010
3819,25,623093,1,25.89,3.179,204.643,7.484,2010,12,31,51,52,12/31/2010
3820,25,642692,0,36.722,3.436,206.376,7.382,2010,1,1,52,53,1/1/2010
3821,25,662292,0,47.555,3.693,208.108,7.28,2011,1,6,53,1,1/6/2011
3822,25,572361,0,18.3,3.205,204.703,7.343,2011,1,14,54,2,1/14/2011
3823,25,568094,0,23.21,3.229,205.046,7.343,2011,1,21,55,3,1/21/2011
3824,25,600449,0,18.92,3.237,205.389,7.343,2011,1,28,56,4,1/28/2011
3825,25,694748,0,36.973,3.407,207.845,7.26,2011,2,4,57,5,2/4/2011
3826,25,789047,0,55.025,3.577,210.301,7.178,2011,2,10,58,6,2/10/2011
3827,25,634637,0,38.42,3.245,206.369,7.343,2011,2,18,59,7,2/18/2011
3828,25,570816,0,28.36,3.274,206.642,7.343,2011,2,25,60,8,2/25/2011
3829,25,737552,0,70.69,3.922,208.355,7.287,2011,3,5,61,9,3/5/2011
3830,25,670473,0,55.815,3.776,207.892,7.315,2011,3,11,62,10,3/11/2011
3831,25,603394,0,40.94,3.631,207.428,7.343,2011,3,18,63,11,3/18/2011
3832,25,616324,0,38.51,3.625,207.655,7.343,2011,3,25,64,12,3/25/2011
3833,25,640371,0,27.765,3.332,206.324,7.343,2011,4,2,65,13,4/2/2011
3834,25,668425,0,36.96,3.509,207.951,7.264,2011,4,8,66,14,4/8/2011
3835,25,696478,0,46.155,3.686,209.577,7.184,2011,4,13,67,15,4/13/2011
3836,25,756588,0,45.87,3.892,208.478,7.287,2011,4,22,68,16,4/22/2011
3837,25,649245,0,58.43,3.962,208.639,7.287,2011,4,29,69,17,4/29/2011
3838,25,679706,0,74,3.842,208.719,7.274,2011,5,7,70,18,5/7/2011
3839,25,684783,0,60.1,4.066,208.96,7.287,2011,5,13,71,19,5/13/2011
3840,25,677971,0,56.56,4.062,208.758,7.287,2011,5,20,72,20,5/20/2011
3841,25,718374,0,67.18,3.985,208.557,7.287,2011,5,27,73,21,5/27/2011
3842,25,659447,0,49.5,4.046,208.799,7.287,2011,6,4,74,22,6/4/2011
3843,25,688410,0,56.54,3.944,208.463,7.287,2011,6,10,75,23,6/10/2011
3844,25,717373,0,63.58,3.842,208.127,7.287,2011,6,17,76,24,6/17/2011
3845,25,699270,0,70.71,3.804,208.231,7.287,2011,6,24,77,25,6/24/2011
3846,25,558795,0,29,3.193,204.649,7.343,2011,7,1,78,26,7/1/2011
3847,25,671523,0,50.82,3.583,210.117,7.082,2011,7,9,79,27,7/9/2011
3848,25,680510,0,72.67,3.76,208.531,7.274,2011,7,15,80,28,7/15/2011
3849,25,670855,0,78.1,3.811,208.594,7.274,2011,7,22,81,29,7/22/2011
3850,25,668391,0,74.72,3.829,208.656,7.274,2011,7,29,82,30,7/29/2011
3851,25,673568,0,56.875,3.716,208.274,7.28,2011,8,5,83,31,8/5/2011
3852,25,681263,0,62.482,3.731,208.558,7.277,2011,8,12,84,32,8/12/2011
3853,25,688959,0,68.09,3.747,208.842,7.274,2011,8,19,85,33,8/19/2011
3854,25,726423,0,66.8,3.704,208.902,7.274,2011,8,26,86,34,8/26/2011
3855,25,699836,0,67.155,3.721,208.963,7.274,2011,9,2,87,35,9/2/2011
3856,25,673248,1,67.51,3.738,209.023,7.274,2011,9,9,88,36,9/9/2011
3857,25,772583,0,50.37,3.578,210.528,7.178,2011,9,14,89,37,9/14/2011
3858,25,620886,0,60.28,3.711,209.499,7.274,2011,9,23,90,38,9/23/2011
3859,25,639160,0,60.7,3.645,209.808,7.274,2011,9,30,91,39,9/30/2011
3860,25,740260,0,71.45,3.881,208.154,7.287,2011,10,6,92,40,10/6/2011
3861,25,646915,0,58.95,3.541,210.403,7.082,2011,10,14,93,41,10/14/2011
3862,25,690676,0,50.22,3.57,210.547,7.082,2011,10,21,94,42,10/21/2011
3863,25,724444,0,46.28,3.569,210.692,7.082,2011,10,28,95,43,10/28/2011
3864,25,607748,0,28.955,3.41,206.632,7.343,2011,11,3,96,44,11/3/2011
3865,25,719235,0,44.81,3.53,210.981,7.082,2011,11,11,97,45,11/11/2011
3866,25,728526,0,46.41,3.53,211.185,7.082,2011,11,18,98,46,11/18/2011
3867,25,1116211,1,43.49,3.492,211.412,7.082,2011,11,25,99,47,11/25/2011
3868,25,891671,0,57.21,3.652,210.097,7.178,2011,12,2,100,48,12/2/2011
3869,25,667130,0,70.93,3.812,208.782,7.274,2011,12,8,101,49,12/8/2011
3870,25,997502,0,33.09,3.413,212.069,7.082,2011,12,16,102,50,12/16/2011
3871,25,1290533,0,36.56,3.389,212.236,7.082,2011,12,23,103,51,12/23/2011
3872,25,683665,1,32.42,3.389,212.404,7.082,2011,12,30,104,52,12/30/2011
3873,25,694766,0,69.54,3.742,214.551,7.139,2012,1,6,105,1,1/6/2012
3874,25,614764,0,34.6,3.513,212.739,6.961,2012,1,13,106,2,1/13/2012
3875,25,594745,0,23.87,3.533,212.834,6.961,2012,1,20,107,3,1/20/2012
3876,25,589554,0,32.24,3.567,212.929,6.961,2012,1,27,108,4,1/27/2012
3877,25,643156,0,36.01,3.816,213.672,6.961,2012,2,3,109,5,2/3/2012
3878,25,648622,0,34.12,3.755,213.473,6.961,2012,2,10,110,6,2/10/2012
3879,25,654088,0,32.23,3.695,213.273,6.961,2012,2,17,111,7,2/17/2012
3880,25,613501,0,35.51,3.739,213.473,6.961,2012,2,24,112,8,2/24/2012
3881,25,642776,0,34.98,3.617,213.024,6.961,2012,3,2,113,9,3/2/2012
3882,25,709725,0,72.08,3.654,214.743,7.28,2012,3,8,114,10,3/8/2012
3883,25,638204,0,50.64,3.862,214.017,6.961,2012,3,16,115,11,3/16/2012
3884,25,672832,0,62.7,3.9,214.091,6.961,2012,3,23,116,12,3/23/2012
3885,25,684349,0,47.92,3.953,214.165,6.961,2012,3,30,117,13,3/30/2012
3886,25,696422,0,58.76,3.951,214.477,7.139,2012,4,5,118,14,4/5/2012
3887,25,658692,0,42.46,4.044,214.313,7.139,2012,4,13,119,15,4/13/2012
3888,25,661566,0,57.1,4.027,214.368,7.139,2012,4,20,120,16,4/20/2012
3889,25,655157,0,44.2,4.004,214.422,7.139,2012,4,27,121,17,4/27/2012
3890,25,677347,0,50.89,3.994,215.174,7.216,2012,5,4,122,18,5/4/2012
3891,25,699537,0,57.58,3.985,215.926,7.293,2012,5,10,123,19,5/10/2012
3892,25,717207,0,58.21,3.848,214.549,7.139,2012,5,18,124,20,5/18/2012
3893,25,783371,0,67.69,3.798,214.55,7.139,2012,5,25,125,21,5/25/2012
3894,25,636419,0,30.23,3.422,212.571,6.961,2012,6,1,126,22,6/1/2012
3895,25,772371,0,60.125,3.736,214.463,7.21,2012,6,6,127,23,6/6/2012
3896,25,753861,0,68.34,3.62,214.565,7.139,2012,6,15,128,24,6/15/2012
3897,25,721602,0,73.52,3.564,214.606,7.139,2012,6,22,129,25,6/22/2012
3898,25,718891,0,69.84,3.506,214.647,7.139,2012,6,29,130,26,6/29/2012
3899,25,705840,0,71.585,3.612,214.81,7.21,2012,7,6,131,27,7/6/2012
3900,25,692788,0,73.33,3.717,214.973,7.28,2012,7,11,132,28,7/11/2012
3901,25,685677,0,74.32,3.567,214.733,7.28,2012,7,20,133,29,7/20/2012
3902,25,659110,0,72.98,3.647,214.738,7.28,2012,7,27,134,30,7/27/2012
3903,25,694682,0,65.73,3.668,214.645,7.21,2012,8,3,135,31,8/3/2012
3904,25,730254,0,58.48,3.689,214.553,7.139,2012,8,8,136,32,8/8/2012
3905,25,728468,0,66.99,3.807,214.826,7.28,2012,8,17,137,33,8/17/2012
3906,25,756528,0,64.53,3.834,214.957,7.28,2012,8,24,138,34,8/24/2012
3907,25,714829,0,68.55,3.867,215.088,7.28,2012,8,31,139,35,8/31/2012
3908,25,643712,0,37.44,3.848,213.871,6.961,2012,9,5,140,36,9/5/2012
3909,25,657242,0,60.9,3.948,215.358,7.28,2012,9,14,141,37,9/14/2012
3910,25,664745,0,57.6,4.038,215.548,7.28,2012,9,21,142,38,9/21/2012
3911,25,683301,0,54.52,3.997,215.737,7.28,2012,9,28,143,39,9/28/2012
3912,25,658984,1,32.47,3.64,213.119,6.961,2012,10,3,144,40,10/3/2012
3913,25,710497,0,71.93,3.722,214.748,7.28,2012,10,10,145,41,10/10/2012
3914,25,685532,0,51.93,3.969,216.146,7.293,2012,10,19,146,42,10/19/2012
3915,25,688941,0,56.69,3.882,216.152,7.293,2012,10,26,147,43,10/26/2012
3916,25,714404,0,57.95,3.886,215.342,7.216,2012,11,2,148,44,11/2/2012
3917,25,739866,0,59.21,3.889,214.532,7.139,2012,11,7,149,45,11/7/2012
3918,25,731356,0,56.116,3.911,214.849,7.17,2012,11,16,150,46,11/16/2012
3919,25,722847,0,53.022,3.933,215.165,7.201,2012,11,23,151,47,11/23/2012
3920,25,714337,0,49.928,3.956,215.482,7.231,2012,11,30,152,48,11/30/2012
3921,25,705827,0,46.834,3.978,215.798,7.262,2012,12,7,153,49,12/7/2012
3922,25,697317,0,43.74,4,216.115,7.293,2012,12,12,154,50,12/12/2012
3923,25,697317,0,43.74,4,216.115,7.293,2012,12,21,155,51,12/21/2012
3924,25,697317,0,43.74,4,216.115,7.293,2012,12,28,157,52,12/28/2012
3925,26,923222,0,57.8,2.717,132.757,8.149,2010,1,9,0,1,1/9/2010
3926,26,955954,0,55.279,2.743,132.621,8.231,2010,1,15,1,2,1/15/2010
3927,26,988687,0,52.758,2.769,132.484,8.314,2010,1,22,2,3,1/22/2010
3928,26,1021420,0,50.236,2.795,132.348,8.396,2010,1,29,3,4,1/29/2010
3929,26,1054152,0,47.715,2.82,132.212,8.478,2010,2,5,4,5,2/5/2010
3930,26,1026750,0,35.168,2.784,131.924,8.483,2010,2,12,5,6,2/12/2010
3931,26,999349,0,22.62,2.747,131.637,8.488,2010,2,19,6,7,2/19/2010
3932,26,855385,0,27.32,2.753,131.686,8.488,2010,2,26,7,8,2/26/2010
3933,26,941116,0,37.325,2.827,132.213,8.392,2010,3,5,8,9,3/5/2010
3934,26,1026847,0,47.33,2.9,132.741,8.297,2010,3,11,9,10,3/11/2010
3935,26,903367,0,35.34,2.834,131.824,8.488,2010,3,19,10,11,3/19/2010
3936,26,893613,0,35.26,2.831,131.863,8.488,2010,3,26,11,12,3/26/2010
3937,26,948408,0,46.86,2.844,132.114,8.5,2010,4,2,12,13,4/2/2010
3938,26,1003203,0,58.46,2.857,132.365,8.512,2010,4,7,13,14,4/7/2010
3939,26,905548,0,36.6,2.885,131.981,8.512,2010,4,16,14,15,4/16/2010
3940,26,881931,0,39.68,2.895,132.023,8.512,2010,4,23,15,16,4/23/2010
3941,26,969312,0,25.055,2.862,131.796,8.5,2010,4,20,16,17,4/20/2010
3942,26,1005670,0,28.6,2.766,131.735,8.488,2010,5,5,17,18,5/5/2010
3943,26,971444,0,34.795,2.96,132.538,8.33,2010,5,13,18,19,5/13/2010
3944,26,986765,0,50.81,2.961,132.223,8.512,2010,5,21,19,20,5/21/2010
3945,26,1069852,0,61.65,2.906,132.294,8.512,2010,5,28,20,21,5/28/2010
3946,26,1097591,0,62.29,2.849,132.454,8.478,2010,6,4,21,22,6/4/2010
3947,26,1125330,0,62.93,2.792,132.614,8.445,2010,6,9,22,23,6/9/2010
3948,26,1001287,0,53.62,2.805,132.473,8.512,2010,6,18,23,24,6/18/2010
3949,26,976242,0,63.78,2.81,132.498,8.512,2010,6,25,24,25,6/25/2010
3950,26,1025361,0,59.25,2.896,132.302,8.512,2010,7,2,25,26,7/2/2010
3951,26,1074480,0,54.72,2.981,132.106,8.512,2010,7,7,26,27,7/7/2010
3952,26,1028152,0,67.66,2.796,132.567,8.445,2010,7,16,27,28,7/16/2010
3953,26,971616,0,65.4,2.784,132.583,8.445,2010,7,23,28,29,7/23/2010
3954,26,1005324,0,63.79,2.792,132.598,8.445,2010,7,30,29,30,7/30/2010
3955,26,1005914,0,58.992,2.792,132.645,8.371,2010,8,6,30,31,8/6/2010
3956,26,1006504,0,54.195,2.793,132.691,8.297,2010,8,12,31,32,8/12/2010
3957,26,1007385,0,62.68,2.796,132.662,8.445,2010,8,20,32,33,8/20/2010
3958,26,977323,0,57.23,2.77,132.693,8.445,2010,8,27,33,34,8/27/2010
3959,26,1022294,0,50.13,2.849,131.941,8.512,2010,9,3,34,35,9/3/2010
3960,26,1122357,0,71.08,2.806,132.546,8.445,2010,9,8,35,36,9/8/2010
3961,26,923474,0,50.08,2.716,132.767,8.445,2010,9,17,36,37,9/17/2010
3962,26,868636,0,52.47,2.718,132.762,8.445,2010,9,24,37,38,9/24/2010
3963,26,955431,0,53.645,2.718,132.759,8.445,2010,10,1,38,39,10/1/2010
3964,26,1042226,1,54.82,2.717,132.756,8.445,2010,10,8,39,40,10/8/2010
3965,26,1043784,0,28.265,3.005,132.72,8.149,2010,10,14,40,41,10/14/2010
3966,26,916523,0,36.13,2.919,132.817,8.149,2010,10,22,41,42,10/22/2010
3967,26,895070,0,40.3,2.938,132.871,8.149,2010,10,29,42,43,10/29/2010
3968,26,1073863,0,51.62,2.83,132.436,8.512,2010,11,5,43,44,11/5/2010
3969,26,987918,0,44.175,2.93,132.676,8.33,2010,11,12,44,45,11/12/2010
3970,26,901973,0,36.73,3.03,132.917,8.149,2010,11,19,45,46,11/19/2010
3971,26,1286834,1,28.11,3.07,132.837,8.149,2010,11,26,46,47,11/26/2010
3972,26,989533,0,24.62,2.788,131.685,8.488,2010,12,2,47,48,12/2/2010
3973,26,971193,0,37.51,2.961,132.978,8.149,2010,12,10,48,49,12/10/2010
3974,26,1196813,0,20.61,3.139,132.68,8.149,2010,12,17,49,50,12/17/2010
3975,26,1573982,0,21.81,3.15,132.748,8.149,2010,12,24,50,51,12/24/2010
3976,26,877268,1,18.73,3.177,132.815,8.149,2010,12,31,51,52,12/31/2010
3977,26,918472,0,30.085,3.452,133.786,7.971,2010,1,1,52,53,1/1/2010
3978,26,959675,0,41.44,3.726,134.758,7.792,2011,1,6,53,1,1/6/2011
3979,26,812323,0,16.7,3.215,132.951,7.907,2011,1,14,54,2,1/14/2011
3980,26,809833,0,12.98,3.232,133.029,7.907,2011,1,21,55,3,1/21/2011
3981,26,817485,0,5.54,3.243,133.106,7.907,2011,1,28,56,4,1/28/2011
3982,26,921903,0,26.872,3.443,134.737,7.795,2011,2,4,57,5,2/4/2011
3983,26,1026321,0,48.205,3.642,136.368,7.682,2011,2,10,58,6,2/10/2011
3984,26,981978,0,19.63,3.263,133.37,7.907,2011,2,18,59,7,2/18/2011
3985,26,910298,0,16.3,3.281,133.492,7.907,2011,2,25,60,8,2/25/2011
3986,26,1054454,0,60.49,3.973,134.855,7.818,2011,3,5,61,9,3/5/2011
3987,26,970940,0,46.125,3.803,134.352,7.862,2011,3,11,62,10,3/11/2011
3988,26,887426,0,31.76,3.634,133.849,7.907,2011,3,18,63,11,3/18/2011
3989,26,866567,0,22.99,3.624,133.959,7.907,2011,3,25,64,12,3/25/2011
3990,26,928725,0,12.74,3.338,133.399,7.907,2011,4,2,65,13,4/2/2011
3991,26,927417,0,24.16,3.521,134.388,7.808,2011,4,8,66,14,4/8/2011
3992,26,926108,0,35.58,3.704,135.377,7.708,2011,4,13,67,15,4/13/2011
3993,26,921701,0,33.81,3.919,134.357,7.818,2011,4,22,68,16,4/22/2011
3994,26,873450,0,47.17,3.988,134.436,7.818,2011,4,29,69,17,4/29/2011
3995,26,1107552,0,63.16,3.903,136.054,7.767,2011,5,7,70,18,5/7/2011
3996,26,941009,0,48.2,4.095,134.593,7.818,2011,5,13,71,19,5/13/2011
3997,26,938335,0,48.86,4.101,134.68,7.818,2011,5,20,72,20,5/20/2011
3998,26,996724,0,56.74,4.034,134.768,7.818,2011,5,27,73,21,5/27/2011
3999,26,1024778,0,45,4.078,134.514,7.818,2011,6,4,74,22,6/4/2011
4000,26,1003212,0,49.75,3.976,134.799,7.818,2011,6,10,75,23,6/10/2011
4001,26,981646,0,54.5,3.873,135.084,7.818,2011,6,17,76,24,6/17/2011
4002,26,997475,0,56.94,3.851,135.265,7.818,2011,6,24,77,25,6/24/2011
